0.000000000000000000e+00,1.408119082273468603e+00,6.734520149842164738e-01,8.854651662618517882e-01,1.092349611174933566e+00,1.104333920275339942e+00,1.140932494592280522e+00,1.086938221225131507e+00,1.050957692070106475e+00,9.311601443194006400e-01,1.105748626226132236e+00,1.124599175684867003e+00,1.605601790822729580e+00,3.802091200793373815e-01,2.108180944399028078e+01,1.512806758467432644e+01,1.957949626778450636e+01,2.238771922530340319e+01,2.245751577196810089e+01,5.463615659988369622e+00,1.039708116704817442e+01,2.379433212851268564e+01,1.444968834866795859e+01,2.475299093298436048e+01,1.368348732761591791e+01,2.489697892190199724e+01,2.529708180694039754e+01,2.274022878585531515e+01,1.068481593736423285e+01,2.527292452244803656e+01
1.000000000000000000e+00,7.809532022210484703e-01,6.477105163420675549e-01,1.314223006621351608e+00,7.242621211712515494e-01,1.126010147251826021e+00,1.113852452082886968e+00,1.083286909403405884e+00,8.612095392549993234e-01,9.401965818960795751e-01,1.177119273788074461e+00,1.075406142096330786e+00,1.891584171031517769e+00,4.922393175750717220e-01,2.399738373622091814e+01,1.844035954332882454e+01,1.517215074692895804e+01,2.324039552869285785e+01,2.513944610846109029e+01,5.888047172878503766e+00,6.926605357091125015e+00,1.801655303493409122e+01,1.531956176088789157e+01,2.671750193794930794e+01,1.362935761993234607e+01,2.630875064858548740e+01,2.498781175354985606e+01,1.359029028975417219e+01,1.371996073960826834e+01,2.631005642580426951e+01
2.000000000000000000e+00,1.330846739438395154e+00,5.768638873991220883e-01,1.406789393472494432e+00,1.337192551092367232e+00,1.055690047008986054e+00,9.960684823433221258e-01,1.015505583136788070e+00,1.031914934618851643e+00,9.086251054409342220e-01,1.027543865602966955e+00,1.017283021580079438e+00,1.045449081556996118e+00,2.215527680641167230e-01,2.808322684988303308e+01,1.971090565547147122e+01,1.906698265146417270e+01,2.533817804236491256e+01,2.250786970534556986e+01,9.374102933538729587e+00,8.352817968233221535e+00,2.369164167802131260e+01,1.744750347419467218e+01,1.939864667849315083e+01,2.113242469110195998e+01,2.211934924339839981e+01,1.961981084522425434e+01,1.343200114135713363e+01,1.112930253739430242e+01,2.919901974896684393e+01
3.000000000000000000e+00,8.304159952085112817e-01,9.798946765227862787e-01,6.984271378931651286e-01,1.119462654404456137e+00,9.773045551611638793e-01,8.992826233605784036e-01,9.290908451063595308e-01,9.761331086619615682e-01,1.026518805450139737e+00,1.029238230439747603e+00,1.082037899786248314e+00,1.467796006566976619e+00,3.530860955207521523e-01,3.875008202800808021e+01,1.533945200243716833e+01,1.868557576910610152e+01,2.490902240423019265e+01,2.448429120839994866e+01,9.346190458522057654e+00,1.277174201460700687e+01,1.817828108587622538e+01,1.356779451496200295e+01,2.309235991481511974e+01,1.727314702196087737e+01,1.966436887885730656e+01,2.439396320304563659e+01,1.848835875514544469e+01,1.202397212422659223e+01,2.628721967972989404e+01
4.000000000000000000e+00,5.556398295704367829e-01,9.586178236876082837e-01,1.384584566057663890e+00,1.481442346987048797e+00,9.437705028726981471e-01,9.725012119236711161e-01,9.143086808301827961e-01,9.438121857395884717e-01,1.199034268438643469e+00,1.034735614140579463e+00,1.065841041939585176e+00,1.562597305460741826e+00,2.156556747183978051e-01,3.954038749813852860e+01,1.835771865699792471e+01,1.928334589586588521e+01,2.638209923905125365e+01,2.637101630360706395e+01,6.423054368759350652e+00,1.318630864063915809e+01,2.377240178140719351e+01,1.761683569454649501e+01,2.482507207868506427e+01,2.121630097923710423e+01,1.209849444074817093e+01,2.426224583561612036e+01,9.217103794227844205e+00,1.196893123364614553e+01,2.978208654599519178e+01
5.000000000000000000e+00,1.211235215852125124e+00,1.275061878111699354e+00,1.492638840352287888e+00,9.407018058190683707e-01,1.119209824076018656e+00,1.055432819794824617e+00,9.776699524132214103e-01,9.093444686577188962e-01,8.567486140287480234e-01,1.010438047986525145e+00,1.013186472641595337e+00,1.641392430879132114e+00,5.018501676208336759e-01,3.849997785384730520e+01,1.688385472764899120e+01,1.618207225794234105e+01,2.699473871987059681e+01,2.633295374603912364e+01,5.430315042431658412e+00,6.828356935719668286e+00,1.970404531624910760e+01,1.472594609904729701e+01,2.130264066799256639e+01,1.614315937557698177e+01,2.502273069163058494e+01,1.230235035739183758e+01,2.238405828042480294e+01,1.386078253226624923e+01,2.702919370981775771e+01
6.000000000000000000e+00,9.373125724061169839e-01,1.022607500509005618e+00,1.003308088842562951e+00,8.074349469167556581e-01,1.135093840784531016e+00,9.976584285651599604e-01,9.308736537454245230e-01,9.184669542314225499e-01,1.153731302194471731e+00,1.080838776566923842e+00,1.001302745230920443e+00,1.080947970490702792e+00,2.126125231211989097e-01,3.363955905969292814e+01,1.528861668353673053e+01,1.814200730257444860e+01,2.522460691240052455e+01,2.346092191494654600e+01,6.158497076740239606e+00,1.127416817949111305e+01,1.974309133050068610e+01,2.122865069513973424e+01,2.547674229720292516e+01,2.413499441627910613e+01,1.477937852122263074e+01,2.488819654688525418e+01,1.851909948662624217e+01,1.014601447224039177e+01,2.572551956680075946e+01
7.000000000000000000e+00,9.485927848520578909e-01,1.141554582015355868e+00,1.231981638358860653e+00,1.376363006198761063e+00,9.143180846097751502e-01,1.125797967598874294e+00,1.032356674416119890e+00,1.063272280174407669e+00,9.984332950528553852e-01,1.083368076972406779e+00,1.092857641120984269e+00,1.195554663763045866e+00,6.818174074601384138e-01,3.767676840623935419e+01,1.961487281684942019e+01,1.733927785512047492e+01,2.454824631464995832e+01,2.350128633358952968e+01,8.496723244634416972e+00,1.049448203439773586e+01,1.898397172658588872e+01,1.251718232763163918e+01,2.013914085508559282e+01,2.442472796641279587e+01,1.738130833462743396e+01,1.429081175538135362e+01,8.592437347319487273e+00,1.213490219871396114e+01,2.851121124167249476e+01
8.000000000000000000e+00,5.822044838380120435e-01,8.513495014705935171e-01,8.499651812774482451e-01,9.393968718179971367e-01,8.785551798678559177e-01,1.027044238933344733e+00,1.018182716674502331e+00,1.064779966341890205e+00,8.373996037844027018e-01,1.022815761642330123e+00,1.100600005819857286e+00,1.466899782566295940e+00,4.468407806394107951e-01,2.719733941534359545e+01,1.928170576677374015e+01,1.854655614090185978e+01,2.689357783520840073e+01,2.237651836895329538e+01,6.920062172201847162e+00,1.098068864938300848e+01,2.268411410396004868e+01,1.579697174517196245e+01,1.967042299658422166e+01,2.311918043217398377e+01,1.299263237565712714e+01,1.675067043419367963e+01,2.040842019042069211e+01,1.140049298316823467e+01,2.647038146930245617e+01
9.000000000000000000e+00,1.378186223782447373e+00,7.681511076476772448e-01,5.878102302712189253e-01,8.343231973879459140e-01,1.018192767597304815e+00,1.130183055205250531e+00,9.215311985534282435e-01,1.025169245103860760e+00,9.443375340425083087e-01,1.098746489153187511e+00,1.184229159431176459e+00,1.108517006493362267e+00,5.921870924110336221e-01,3.303442793953979617e+01,1.626994950988882849e+01,1.718382183104749927e+01,2.359633107942624264e+01,2.314116144523228158e+01,9.133443670769368694e+00,5.768064445147278896e+00,2.467682069638177111e+01,2.552001501185822363e+01,2.566500244552597110e+01,1.598756025352069443e+01,2.504191263934911049e+01,1.455653816533193279e+01,1.999034303829003534e+01,1.326162658364681413e+01,2.860219253388385141e+01
