Rank,Realization,Year,Week,RJLWestWTPdem,DJLWestWTPdem,OJLWestWTPdem
0,0,10,19,0,0,0
0,0,10,20,0,0,0
0,0,10,21,0,0,0
0,0,10,22,0,0,0
0,0,10,23,0,0,0
0,0,10,24,0,0,0
0,0,10,25,0,0,0
0,0,10,26,0,0,0
0,0,10,27,0,0,0
0,0,10,28,0,0,0
0,0,10,29,0,0,0
0,0,10,30,0,0,0
0,0,10,31,0,0,0
0,0,10,32,0,0,0
0,0,10,33,0,0,0
0,0,10,34,0,0,0
0,0,10,35,0,0,0
0,0,10,36,0,0,0
0,0,10,37,0,0,0
0,0,10,38,0,0,0
0,0,10,39,0,0,0
0,0,10,40,0,0,0
0,0,10,41,0,0,0
0,0,10,42,0,0,0
0,0,10,43,0,0,0
0,0,10,44,0,0,0
0,0,10,45,0,0,0
0,0,10,46,0,0,0
0,0,10,47,0,0,0
0,0,10,48,0,0,0
0,0,10,49,0,0,0
0,0,10,50,0,0,0
0,0,10,51,0,0,0
0,0,10,52,0,0,0
0,0,11,1,0,0,0
0,0,11,2,0,0,0
0,0,11,3,0,0,0
0,0,11,4,0,0,0
0,0,11,5,0,0,0
0,0,11,6,0,0,0
0,0,11,7,0,0,0
0,0,11,8,0,0,0
0,0,11,9,0,0,0
0,0,11,10,0,0,0
0,0,11,11,0,0,0
0,0,11,12,0,0,0
0,0,11,13,0,0,0
0,0,11,14,0,0,0
0,0,11,15,0,0,0
0,0,11,16,0,0,0
0,0,11,17,0,0,0
0,0,11,18,0,0,0
0,0,11,19,0,0,0
0,0,11,20,0,0,0
0,0,11,21,0,0,0
0,0,11,22,0,0,0
0,0,11,23,0,0,0
0,0,11,24,0,0,0
0,0,11,25,0,0,0
0,0,11,26,0,0,0
0,0,11,27,0,0,0
0,0,11,28,0,0,0
0,0,11,29,0,0,0
0,0,11,30,0,0,0
0,0,11,31,0,0,0
0,0,11,32,0,0,0
0,0,11,33,0,0,0
0,0,11,34,0,0,0
0,0,11,35,0,0,0
0,0,11,36,0,0,0
0,0,11,37,0,0,0
0,0,11,38,0,0,0
0,0,11,39,0,0,0
0,0,11,40,0,0,0
0,0,11,41,0,0,0
0,0,11,42,0,0,0
0,0,11,43,0,0,0
0,0,11,44,0,0,0
0,0,11,45,0,0,0
0,0,11,46,0,0,0
0,0,11,47,0,0,0
0,0,11,48,0,0,0
0,0,11,49,0,0,0
0,0,11,50,0,0,0
0,0,11,51,0,0,0
0,0,11,52,0,0,0
0,0,12,1,0,0,0
0,0,12,2,0,0,0
0,0,12,3,0,0,0
0,0,12,4,0,0,0
0,0,12,5,0,0,0
0,0,12,6,0,0,0
0,0,12,7,0,0,0
0,0,12,8,0,0,0
0,0,12,9,0,0,0
0,0,12,10,0,0,0
0,0,12,11,0,0,0
0,0,12,12,0,0,0
0,0,12,13,0,0,0
0,0,12,14,0,0,0
0,0,12,15,0,0,0
0,0,12,16,0,0,0
0,0,12,17,0,0,0
0,0,12,18,0,0,0
0,0,12,19,0,0,0
0,0,12,20,0,0,0
0,0,12,21,0,0,0
0,0,12,22,0,0,0
0,0,12,23,0,0,0
0,0,12,24,0,0,0
0,0,12,25,0,0,0
0,0,12,26,0,0,0
0,0,12,27,0,0,0
0,0,12,28,0,0,0
0,0,12,29,0,0,0
0,0,12,30,0,0,0
0,0,12,31,0,0,0
0,0,12,32,0,0,0
0,0,12,33,0,0,0
0,0,12,34,0,0,0
0,0,12,35,0,0,0
0,0,12,36,0,0,0
0,0,12,37,0,0,0
0,0,12,38,0,0,0
0,0,12,39,0,0,0
0,0,12,40,0,0,0
0,0,12,41,0,0,0
0,0,12,42,0,0,0
0,0,12,43,0,0,0
0,0,12,44,0,0,0
0,0,12,45,0,0,0
0,0,12,46,0,0,0
0,0,12,47,0,0,0
0,0,12,48,0,0,0
0,0,12,49,0,0,0
0,0,12,50,0,0,0
0,0,12,51,0,0,0
0,0,12,52,0,0,0
0,0,13,1,0,0,0
0,0,13,2,0,0,0
0,0,13,3,0,0,0
0,0,13,4,0,0,0
0,0,13,5,0,0,0
0,0,13,6,0,0,0
0,0,13,7,0,0,0
0,0,13,8,0,0,0
0,0,13,9,0,0,0
0,0,13,10,0,0,0
0,0,13,11,0,0,0
0,0,13,12,0,0,0
0,0,13,13,0,0,0
0,0,13,14,0,0,0
0,0,13,15,0,0,0
0,0,13,16,0,0,0
0,0,13,17,0,0,0
0,0,13,18,0,0,0
0,0,13,19,0,0,0
0,0,13,20,0,0,0
0,0,13,21,0,0,0
0,0,13,22,0,0,0
0,0,13,23,0,0,0
0,0,13,24,0,0,0
0,0,13,25,0,0,0
0,0,13,26,0,0,0
0,0,13,27,0,0,0
0,0,13,28,0,0,0
0,0,13,29,0,0,0
0,0,13,30,0,0,0
0,0,13,31,0,0,0
0,0,13,32,0,0,0
0,0,13,33,0,0,0
0,0,13,34,0,0,0
0,0,13,35,0,0,0
0,0,13,36,0,0,0
0,0,13,37,0,0,0
0,0,13,38,0,0,0
0,0,13,39,0,0,0
0,0,13,40,0,0,0
0,0,13,41,0,0,0
0,0,13,42,0,0,0
0,0,13,43,0,0,0
0,0,13,44,0,0,0
0,0,13,45,0,0,0
0,0,13,46,0,0,0
0,0,13,47,0,0,0
0,0,13,48,0,0,0
0,0,13,49,0,0,0
0,0,13,50,0,0,0
0,0,13,51,0,0,0
0,0,13,52,0,0,0
0,0,14,1,0,0,0
0,0,14,2,0,0,0
0,0,14,3,0,0,0
0,0,14,4,0,0,0
0,0,14,5,0,0,0
0,0,14,6,0,0,0
0,0,14,7,0,0,0
0,0,14,8,0,0,0
0,0,14,9,0,0,0
0,0,14,10,0,0,0
0,0,14,11,0,0,0
0,0,14,12,0,0,0
0,0,14,13,0,0,0
0,0,14,14,0,0,0
0,0,14,15,0,0,0
0,0,14,16,0,0,0
0,0,14,17,0,0,0
0,0,14,18,0,0,0
0,0,14,19,0,0,0
0,0,14,20,0,0,0
0,0,14,21,0,0,0
0,0,14,22,0,0,0
0,0,14,23,0,0,0
0,0,14,24,0,0,0
0,0,14,25,0,0,0
0,0,14,26,0,0,0
0,0,14,27,0,0,0
0,0,14,28,0,0,0
0,0,14,29,0,0,0
0,0,14,30,0,0,0
0,0,14,31,0,0,0
0,0,14,32,0,0,0
0,0,14,33,0,0,0
0,0,14,34,0,0,0
0,0,14,35,0,0,0
0,0,14,36,0,0,0
0,0,14,37,0,0,0
0,0,14,38,0,0,0
0,0,14,39,0,0,0
0,0,14,40,0,0,0
0,0,14,41,0,0,0
0,0,14,42,0,0,0
0,0,14,43,0,0,0
0,0,14,44,0,0,0
0,0,14,45,0,0,0
0,0,14,46,0,0,0
0,0,14,47,0,0,0
0,0,14,48,0,0,0
0,0,14,49,0,0,0
0,0,14,50,0,0,0
0,0,14,51,0,0,0
0,0,14,52,0,0,0
0,0,15,1,0,0,0
0,0,15,2,0,0,0
0,0,15,3,0,0,0
0,0,15,4,0,0,0
0,0,15,5,0,0,0
0,0,15,6,0,0,0
0,0,15,7,0,0,0
0,0,15,8,0,0,0
0,0,15,9,0,0,0
0,0,15,10,0,0,0
0,0,15,11,0,0,0
0,0,15,12,0,0,0
0,0,15,13,0,0,0
0,0,15,14,0,0,0
0,0,15,15,0,0,0
0,0,15,16,0,0,0
0,0,15,17,0,0,0
0,0,15,18,0,0,0
0,0,15,19,0,0,0
0,0,15,20,0,0,0
0,0,15,21,0,0,0
0,0,15,22,0,0,0
0,0,15,23,0,0,0
0,0,15,24,0,0,0
0,0,15,25,0,0,0
0,0,15,26,0,0,0
0,0,15,27,0,0,0
0,0,15,28,0,0,0
0,0,15,29,0,0,0
0,0,15,30,0,0,0
0,0,15,31,0,0,0
0,0,15,32,0,0,0
0,0,15,33,0,0,0
0,0,15,34,0,0,0
0,0,15,35,0,0,0
0,0,15,36,0,0,0
0,0,15,37,0,0,0
0,0,15,38,0,0,0
0,0,15,39,0,0,0
0,0,15,40,0,0,0
0,0,15,41,0,0,0
0,0,15,42,0,0,0
0,0,15,43,0,0,0
0,0,15,44,0,0,0
0,0,15,45,0,0,0
0,0,15,46,0,0,0
0,0,15,47,0,0,0
0,0,15,48,0,0,0
0,0,15,49,0,0,0
0,0,15,50,0,0,0
0,0,15,51,0,0,0
0,0,15,52,0,0,0
0,0,16,1,15.5677,58.5655,9.11246
0,0,16,2,14.3863,65.8359,10.8936
0,0,16,3,13.7832,58.6576,9.42217
0,0,16,4,15.0059,58.511,9.0945
0,0,16,5,16.5924,62.444,9.3742
0,0,16,6,16.2084,61.3564,9.85091
0,0,16,7,15.8823,68.1129,10.0151
0,0,16,8,15.5287,65.3401,9.74438
0,0,16,9,15.9962,63.3896,10.6382
0,0,16,10,13.3778,63.2232,10.4668
0,0,16,11,15.7827,58.5131,9.44019
0,0,16,12,15.4605,67.5544,10.5347
0,0,16,13,15.2398,62.1042,10.2384
0,0,16,14,13.6045,64.258,10.6029
0,0,16,15,13.7866,61.9858,9.1964
0,0,16,16,15.665,65.6481,10.948
0,0,16,17,17.2469,69.3,8.28759
0,0,16,18,13.6743,69.3,13.2534
0,0,16,19,15.3389,69.3,11.0821
0,0,16,20,13.2392,69.3,10.4563
0,0,16,21,16.6024,67.0294,11.4755
0,0,16,22,18.48,69.3,13.4149
0,0,16,23,15.2213,61.185,11.0791
0,0,16,24,18.48,64.4714,12.6735
0,0,16,25,18.48,69.3,11.9581
0,0,16,26,18.48,69.3,13.1879
0,0,16,27,17.6125,67.2017,12.4605
0,0,16,28,17.741,69.3,11.9488
0,0,16,29,18.48,69.3,11.6639
0,0,16,30,18.48,69.3,12.5859
0,0,16,31,18.48,69.3,12.4538
0,0,16,32,18.48,69.3,10.4425
0,0,16,33,16.7775,69.3,12.7308
0,0,16,34,18.48,69.3,12.8086
0,0,16,35,15.731,68.6455,13.5602
0,0,16,36,17.7011,69.3,12.715
0,0,16,37,18.1774,69.3,12.0605
0,0,16,38,14.3348,69.3,12.7432
0,0,16,39,14.8132,69.3,11.5054
0,0,16,40,16.5485,69.3,12.0447
0,0,16,41,16.8224,66.9152,10.3154
0,0,16,42,18.48,67.8406,11.1182
0,0,16,43,16.4147,67.6784,12.2167
0,0,16,44,15.1699,66.4492,12.3184
0,0,16,45,13.9863,62.5641,11.8814
0,0,16,46,15.9365,64.6327,11.2535
0,0,16,47,15.0862,55.768,11.3741
0,0,16,48,15.022,61.4276,10.2913
0,0,16,49,13.9064,60.4374,9.26608
0,0,16,50,15.3733,59.1949,10.6009
0,0,16,51,13.6318,60.4381,8.38413
0,0,16,52,19.0236,87.0559,10.5177
0,0,17,1,15.1676,59.9497,9.28774
0,0,17,2,14.6283,56.4235,10.2826
0,0,17,3,12.1923,61.9744,9.94935
0,0,17,4,14.8718,57.5454,10.2342
0,0,17,5,16.4614,64.6079,9.5792
0,0,17,6,13.5043,64.305,9.70597
0,0,17,7,14.4104,59.8765,10.2411
0,0,17,8,15.5326,55.5489,9.67942
0,0,17,9,16.6975,60.9523,9.65963
0,0,17,10,16.1041,61.4442,9.67357
0,0,17,11,16.84,67.3093,10.354
0,0,17,12,15.4286,66.9395,9.99496
0,0,17,13,15.7735,63.8956,10.0553
0,0,17,14,14.745,55.7537,11.1661
0,0,17,15,13.2862,59.5782,10.1769
0,0,17,16,13.9577,64.4935,9.98638
0,0,17,17,15.5573,67.659,11.6279
0,0,17,18,15.9672,64.5555,11.5222
0,0,17,19,18.23,68.5534,10.6659
0,0,17,20,18.48,69.3,10.3382
0,0,17,21,15.7069,64.2982,12.1375
0,0,17,22,15.273,63.2421,10.6835
0,0,17,23,18.48,60.7988,11.4389
0,0,17,24,18.48,69.3,10.5758
0,0,17,25,17.2928,69.3,12.8223
0,0,17,26,18.48,69.3,11.9631
0,0,17,27,17.9434,69.3,12.4578
0,0,17,28,18.48,69.3,13.4929
0,0,17,29,18.48,69.3,12.2285
0,0,17,30,18.48,69.3,12.2681
0,0,17,31,18.48,69.3,12.3914
0,0,17,32,18.48,69.3,12.0706
0,0,17,33,18.4421,69.3,12.1844
0,0,17,34,18.48,68.6322,12.9764
0,0,17,35,18.48,69.3,13.7455
0,0,17,36,16.2751,69.3,14.7901
0,0,17,37,18.1316,69.3,15.9843
0,0,17,38,16.6553,69.3,15.1006
0,0,17,39,18.48,60.2955,12.9861
0,0,17,40,18.48,69.3,14.105
0,0,17,41,18.48,69.0877,11.9519
0,0,17,42,18.48,65.4054,11.9671
0,0,17,43,18.48,63.3744,12.8913
0,0,17,44,18.48,69.3,12.5905
0,0,17,45,18.48,69.0807,10.2536
0,0,17,46,14.9853,69.3,11.6567
0,0,17,47,15.3712,62.1413,11.705
0,0,17,48,17.2067,55.7408,10.6556
0,0,17,49,16.1787,62.1903,9.88638
0,0,17,50,15.8831,65.8445,10.5024
0,0,17,51,15.0847,56.6257,9.14699
0,0,17,52,13.2742,71.5453,11.7469
0,0,18,1,15.9786,63.0165,8.33569
0,0,18,2,15.2571,59.3435,10.5793
0,0,18,3,14.6671,67.7465,9.51016
0,0,18,4,13.5176,64.895,9.62633
0,0,18,5,16.8531,60.412,9.70944
0,0,18,6,17.1233,68.4546,9.68008
0,0,18,7,14.5083,62.1714,9.93349
0,0,18,8,16.4451,59.5505,10.0557
0,0,18,9,18.3679,58.7697,10.2802
0,0,18,10,14.8389,64.1753,9.77687
0,0,18,11,16.5294,65.4383,9.63342
0,0,18,12,16.057,67.102,10.0602
0,0,18,13,16.0144,62.347,10.5415
0,0,18,14,16.969,67.2463,9.66341
0,0,18,15,17.171,64.6505,10.86
0,0,18,16,16.1582,64.2078,10.6579
0,0,18,17,16.0996,62.9969,12.1877
0,0,18,18,15.6594,69.3,12.0637
0,0,18,19,18.48,69.3,12.6593
0,0,18,20,18.48,69.3,11.3326
0,0,18,21,17.0235,69.3,11.8025
0,0,18,22,17.3561,69.3,12.2907
0,0,18,23,18.48,69.3,13.44
0,0,18,24,17.8219,69.3,12.713
0,0,18,25,18.48,69.3,13.5705
0,0,18,26,18.48,69.3,11.4323
0,0,18,27,18.48,69.3,11.989
0,0,18,28,18.48,69.3,13.2108
0,0,18,29,18.48,69.3,13.8432
0,0,18,30,18.48,69.3,12.5887
0,0,18,31,18.48,69.3,11.3585
0,0,18,32,18.48,69.3,13.1212
0,0,18,33,18.48,69.3,14.4027
0,0,18,34,18.48,69.3,13.2978
0,0,18,35,18.48,69.3,13.264
0,0,18,36,18.48,69.3,13.4136
0,0,18,37,18.48,69.3,12.6985
0,0,18,38,18.48,69.3,12.0658
0,0,18,39,18.48,69.3,12.0273
0,0,18,40,18.48,69.3,12.2654
0,0,18,41,18.48,69.3,12.606
0,0,18,42,18.48,69.3,12.3089
0,0,18,43,18.48,69.3,12.1499
0,0,18,44,18.48,69.3,12.2275
0,0,18,45,18.48,69.3,12.1524
0,0,18,46,18.48,61.0733,12.4908
0,0,18,47,18.48,68.8386,10.9718
0,0,18,48,18.48,69.3,10.4991
0,0,18,49,18.1918,64.0667,11.345
0,0,18,50,18.48,62.4565,10.2215
0,0,18,51,18.2137,60.1264,9.36998
0,0,18,52,18.273,79.2,12.0289
0,0,19,1,16.4661,62.5202,9.64311
0,0,19,2,15.5928,59.0899,10.311
0,0,19,3,15.4428,52.6913,9.78101
0,0,19,4,15.4087,62.6378,10.2585
0,0,19,5,14.5037,65.4003,10.2036
0,0,19,6,15.5444,67.0257,10.2679
0,0,19,7,15.5474,62.3744,10.0781
0,0,19,8,17.2723,60.2548,10.5433
0,0,19,9,16.9251,62.5527,10.5154
0,0,19,10,15.221,64.5033,11.1011
0,0,19,11,15.4129,69.3,10.6554
0,0,19,12,17.0701,64.2092,10.2766
0,0,19,13,14.9601,63.1955,10.1925
0,0,19,14,14.9999,69.3,11.1787
0,0,19,15,16.0366,69.3,10.6365
0,0,19,16,16.4021,68.5858,10.1108
0,0,19,17,16.6278,69.3,12.9086
0,0,19,18,18.48,69.3,10.8926
0,0,19,19,17.6351,65.9988,10.7493
0,0,19,20,17.8739,69.3,12.5048
0,0,19,21,18.48,69.3,11.2934
0,0,19,22,18.3204,69.3,11.1194
0,0,19,23,18.48,67.1738,9.36753
0,0,19,24,18.48,69.3,11.3896
0,0,19,25,18.48,69.3,12.1814
0,0,19,26,18.48,69.3,13.1116
0,0,19,27,18.48,69.3,11.4169
0,0,19,28,18.48,69.3,12.9023
0,0,19,29,18.48,69.3,13.3362
0,0,19,30,18.48,69.3,13.4121
0,0,19,31,18.48,69.3,14.6915
0,0,19,32,18.48,69.3,12.1176
0,0,19,33,18.48,69.3,12.8618
0,0,19,34,18.48,69.3,12.8651
0,0,19,35,16.3137,69.3,13.4444
0,0,19,36,18.48,69.3,11.5736
0,0,19,37,18.48,69.3,14.2372
0,0,19,38,17.1968,69.3,11.9693
0,0,19,39,18.48,69.3,14.0708
0,0,19,40,18.1166,69.3,12.5099
0,0,19,41,18.48,69.3,12.5398
0,0,19,42,18.48,68.7843,11.5506
0,0,19,43,18.48,69.3,12.3672
0,0,19,44,18.48,69.1795,11.2477
0,0,19,45,18.48,69.3,11.2974
0,0,19,46,18.48,69.3,11.2536
0,0,19,47,18.48,69.3,10.4538
0,0,19,48,18.48,62.1727,11.5877
0,0,19,49,18.48,63.2967,10.6506
0,0,19,50,17.573,57.9283,10.2405
0,0,19,51,18.1899,56.437,8.60126
0,0,19,52,16.505,64.9992,10.1427
0,0,20,1,15.6615,59.4713,9.55922
0,0,20,2,15.402,62.0056,11.4937
0,0,20,3,15.789,63.2859,8.6295
0,0,20,4,15.5102,64.6322,11.2348
0,0,20,5,18.3968,65.5225,10.2386
0,0,20,6,15.772,67.2358,10.7094
0,0,20,7,15.9356,64.001,10.0196
0,0,20,8,17.0087,69.3,10.3179
0,0,20,9,16.9975,63.5476,10.4233
0,0,20,10,17.2853,62.0234,10.173
0,0,20,11,17.007,64.1003,9.51359
0,0,20,12,15.7708,63.3428,11.3216
0,0,20,13,15.9243,68.4875,11.0289
0,0,20,14,16.3867,67.3757,10.7611
0,0,20,15,16.849,69.3,9.43242
0,0,20,16,15.5274,67.4452,9.50845
0,0,20,17,15.7815,66.0504,10.8263
0,0,20,18,15.9382,69.3,11.7725
0,0,20,19,18.48,69.3,11.873
0,0,20,20,16.0234,69.3,11.2947
0,0,20,21,18.48,64.1013,11.7705
0,0,20,22,18.3023,69.3,13.1943
0,0,20,23,18.48,69.3,13.0402
0,0,20,24,18.48,69.3,11.2913
0,0,20,25,18.48,69.3,13.7904
0,0,20,26,18.48,69.3,14.9383
0,0,20,27,18.48,69.3,13.7196
0,0,20,28,18.48,69.3,14.0983
0,0,20,29,18.48,69.3,13.5847
0,0,20,30,18.48,69.3,13.3173
0,0,20,31,18.48,69.3,13.7641
0,0,20,32,18.48,69.3,12.8793
0,0,20,33,18.48,69.3,13.1755
0,0,20,34,18.48,69.3,13.8196
0,0,20,35,15.8571,69.3,16.2105
0,0,20,36,18.48,69.3,14.532
0,0,20,37,18.48,69.3,12.6569
0,0,20,38,18.48,67.4442,13.2416
0,0,20,39,18.48,69.3,16.3751
0,0,20,40,18.48,69.3,13.2575
0,0,20,41,18.48,69.3,12.3384
0,0,20,42,18.48,69.3,11.58
0,0,20,43,17.6237,69.3,13.5991
0,0,20,44,18.48,69.3,13.1386
0,0,20,45,18.48,69.3,12.4189
0,0,20,46,18.48,69.3,12.9123
0,0,20,47,17.2351,65.4137,12.3257
0,0,20,48,17.3113,68.2344,11.5405
0,0,20,49,18.1041,69.3,9.9073
0,0,20,50,16.4993,63.9111,10.7766
0,0,20,51,17.2346,63.4487,9.52364
0,0,20,52,19.3245,78.9906,12.1985
0,0,21,1,16.1937,63.3274,10.029
0,0,21,2,15.458,63.1058,10.5994
0,0,21,3,16.2364,68.3376,9.47213
0,0,21,4,15.9528,65.9449,9.10992
0,0,21,5,17.1554,62.7588,10.5713
0,0,21,6,15.6127,65.718,10.3333
0,0,21,7,17.5395,69.3,10.1443
0,0,21,8,16.2069,64.5013,9.72689
0,0,21,9,17.9991,62.3676,10.8712
0,0,21,10,16.5496,62.8771,10.5166
0,0,21,11,14.2392,67.0977,8.70518
0,0,21,12,16.7209,69.3,11.0981
0,0,21,13,15.7943,68.7639,10.1529
0,0,21,14,17.7355,67.7993,10.5718
0,0,21,15,18.48,69.3,12.7538
0,0,21,16,15.6445,69.3,12.4495
0,0,21,17,17.1424,66.1732,10.4895
0,0,21,18,15.8299,69.3,12.5432
0,0,21,19,15.7895,69.3,13.0232
0,0,21,20,18.48,69.3,11.4244
0,0,21,21,17.0456,69.3,12.1278
0,0,21,22,18.48,61.9205,11.3722
0,0,21,23,18.48,69.3,14.8211
0,0,21,24,18.48,69.3,11.1969
0,0,21,25,18.48,69.3,12.5384
0,0,21,26,18.48,69.3,12.2457
0,0,21,27,18.48,69.3,12.8049
0,0,21,28,18.48,69.3,11.8724
0,0,21,29,18.48,69.3,13.2057
0,0,21,30,18.48,69.3,14.1909
0,0,21,31,18.48,69.3,12.1392
0,0,21,32,18.48,69.3,13.2451
0,0,21,33,18.48,69.3,16.9113
0,0,21,34,18.48,69.3,15.244
0,0,21,35,18.48,69.3,18.162
0,0,21,36,18.48,69.3,15.7407
0,0,21,37,18.48,69.3,14.084
0,0,21,38,18.48,69.3,15.2767
0,0,21,39,18.48,69.3,16.0154
0,0,21,40,18.48,69.3,15.8779
0,0,21,41,18.48,69.3,14.5257
0,0,21,42,18.48,69.3,15.8048
